## 토큰, 레이블 구분자 : \t
## 토큰 구분자 : \n
## 문장 구분자 : \n\n
## 주석 : ##
## 칼럼명 : INDEX	WORD_FORM	LEMMA	POS	HEAD	DEPREL
## klue-dp-v1_train_00000_wikitree	해당 그림을 보면 디즈니 공주들이 브리트니 스피어스의 앨범이나 뮤직비디오, 화보 속 모습을 똑같이 재연했다.
25	점쳐진다.	점치 어 지 ㄴ다 .	VV+EC+VX+EF+SF	0	VP

## klue-dp-v1_train_00539_wikitree	'농구 황제' 마이클 조던이 또다시 친자 확인 소송에 휘말렸다.
1	'농구	' 농구	SS+NNG	2	NP
2	황제'	황제 '	NNG+SS	4	NP
3	마이클	마이클	NNP	4	NP
4	조던이	조던 이	NNP+JKS	9	NP_SBJ
5	또다시	또다시	MAG	9	AP
6	친자	친자	NNG	7	NP
7	확인	확인	NNG	8	NP
8	소송에	소송 에	NNG+JKB	9	NP_AJT
9	휘말렸다.	휘말리 었 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00540_wikitree	박 후보는 27일 국회 본회의 참석 외 특별한 외부 일정을 잡지 않은 채 중앙선대위에 참여할 외부인사 영입 작업 등에 몰두한 것으로 전해졌다.
1	박	박	NNP	2	NP
2	후보는	후보 는	NNG+JX	20	NP_SBJ
3	27일	27 일	SN+NNB	5	NP
4	국회	국회	NNG	5	NP
5	본회의	본회 의	NNG+JKG	6	NP_MOD
6	참석	참석	NNG	7	NP
7	외	외	NNB	11	NP_AJT
8	특별한	특별 하 ㄴ	NNG+XSA+ETM	10	VP_MOD
9	외부	외부	NNG	10	NP
10	일정을	일정 을	NNG+JKO	11	NP_OBJ
11	잡지	잡 지	VV+EC	12	VP
12	않은	않 은	VX+ETM	13	VP_MOD
13	채	채	NNB	20	NP_AJT
14	중앙선대위에	중앙 선대위 에	NNG+NNG+JKB	15	NP_AJT
15	참여할	참여 하 ㄹ	NNG+XSV+ETM	16	VP_MOD
16	외부인사	외부 인사	NNG+NNG	17	NP
17	영입	영입	NNG	18	NP
18	작업	작업	NNG	19	NP
19	등에	등 에	NNB+JKB	20	NP_AJT
20	몰두한	몰두 하 ㄴ	NNG+XSV+ETM	21	VP_MOD
21	것으로	것 으로	NNB+JKB	22	NP_AJT
22	전해졌다.	전하 여 지 었 다 .	VV+EC+VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00541_wikitree	일반 제품보다 비싸도 소품종, 한정판을 선호한다는 특징, 클라우드 펀딩 등을 통해 스스로 제품 생산에 참여한다는 특징, 전자·IT등 얼리 어답터라는 특징이 있다.
1	일반	일반	NNG	2	NP
2	제품보다	제품 보다	NNG+JKB	3	NP_AJT
3	비싸도	비싸 아도	VA+EC	6	VP
4	소품종,	소품 종 ,	NNG+NNG+SP	5	NP_CNJ
5	한정판을	한정판 을	NNG+JKO	6	NP_OBJ
6	선호한다는	선호 하 ㄴ다는	NNG+XSV+ETM	7	VP_MOD
7	특징,	특징 ,	NNG+SP	20	NP_CNJ
8	클라우드	클라우드	NNG	9	NP
9	펀딩	펀딩	NNG	10	NP
10	등을	등 을	NNB+JKO	11	NP_OBJ
11	통해	통하 여	VV+EC	15	VP
12	스스로	스스로	MAG	15	AP
13	제품	제품	NNG	14	NP
14	생산에	생산 에	NNG+JKB	15	NP_AJT
15	참여한다는	참여 하 ㄴ다는	NNG+XSV+ETM	16	VP_MOD
16	특징,	특징 ,	NNG+SP	20	NP_CNJ
17	전자·IT등	전자 · IT 등	NNG+SP+SL+NNB	19	NP
18	얼리	얼리	NNG	19	NP
19	어답터라는	어답터 이 라는	NNG+VCP+ETM	20	VNP_MOD
20	특징이	특징 이	NNG+JKS	21	NP_SBJ
21	있다.	있 다 .	VV+EF+SF	0	VP

## klue-dp-v1_train_00542_wikitree	노씨는 지난해 4월 자신의 병원에서 자가혈 시술 후 C형 간염에 걸렸다는 민원이 제기되자 주사기 재사용 등을 부인하면서 한 달여 만에 병원을 자진 폐업하고 다른 병원으로 자리를 옮겼다.
1	노씨는	노 씨 는	NNP+NNB+JX	17	NP_SBJ
2	지난해	지나 ㄴ 해	VV+ETM+NNG	3	NP
3	4월	4 월	SN+NNB	13	NP_AJT
4	자신의	자신 의	NNG+JKG	5	NP_MOD
5	병원에서	병원 에서	NNG+JKB	13	NP_AJT
6	자가혈	자가혈	NNG	7	NP
7	시술	시술	NNG	8	NP
8	후	후	NNG	11	NP_AJT
9	C형	C 형	SL+XSN	10	NP
10	간염에	간염 에	NNG+JKB	11	NP_AJT
11	걸렸다는	걸리 었 다는	VV+EP+ETM	12	VP_MOD
12	민원이	민원 이	NNG+JKS	13	NP_SBJ
13	제기되자	제기 되 자	NNG+XSV+EC	17	VP
14	주사기	주사기	NNG	15	NP
15	재사용	재 사용	XPN+NNG	16	NP
16	등을	등 을	NNB+JKO	17	NP_OBJ
17	부인하면서	부인 하 면서	NNG+XSV+EC	23	VP
18	한	한	MMN	19	DP
19	달여	달 여	NNB+XSN	20	NP
20	만에	만 에	NNB+JKB	23	NP_AJT
21	병원을	병원 을	NNG+JKO	23	NP_OBJ
22	자진	자진	NNG	23	NP
23	폐업하고	폐업 하 고	NNG+XSV+EC	27	VP
24	다른	다른	MMD	25	DP
25	병원으로	병원 으로	NNG+JKB	27	NP_AJT
26	자리를	자리 를	NNG+JKO	27	NP_OBJ
27	옮겼다.	옮기 었 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00543_wikitree	시교육청은 특성화중, 특목고, 자사고을 운영하는 중이라도 입학·회계부정이 있거나 교육과정을 부당 운영한 사례가 적발되면 직권취소할 수 있도록 한 초·중등교육법 개정안을 반영해 오는 5월께 교육규칙을 공포하기로 했다.
1	시교육청은	시 교육청 은	NNG+NNG+JX	20	NP_SBJ
2	특성화중,	특성화중 ,	NNG+SP	4	NP_CNJ
3	특목고,	특목고 ,	NNG+SP	4	NP_CNJ
4	자사고을	자사고 을	NNG+JKO	5	NP_OBJ
5	운영하는	운영 하 는	NNG+XSV+ETM	6	VP_MOD
6	중이라도	중 이 라도	NNB+VCP+EC	13	VNP
7	입학·회계부정이	입학 · 회계 부정 이	NNG+SP+NNG+NNG+JKS	8	NP_SBJ
8	있거나	있 거나	VV+EC	11	VP
9	교육과정을	교육 과정 을	NNG+NNG+JKO	11	NP_OBJ
10	부당	부당	NNG	11	NP
11	운영한	운영 하 ㄴ	NNG+XSV+ETM	12	VP_MOD
12	사례가	사례 가	NNG+JKS	13	NP_SBJ
13	적발되면	적발 되 면	NNG+XSV+EC	14	VP
14	직권취소할	직권 취소 하 ㄹ	NNG+NNG+XSV+ETM	15	VP_MOD
15	수	수	NNB	16	NP_SBJ
16	있도록	있 도록	VA+EC	17	VP
17	한	하 ㄴ	VX+ETM	19	VP_MOD
18	초·중등교육법	초 · 중등 교육법	NNG+SP+NNG+NNG	19	NP
19	개정안을	개정안 을	NNG+JKO	20	NP_OBJ
20	반영해	반영 하 여	NNG+XSV+EC	24	VP
21	오는	오 는	VV+ETM	22	VP_MOD
22	5월께	5 월 께	SN+NNB+XSN	24	NP_AJT
23	교육규칙을	교육 규칙 을	NNG+NNG+JKO	24	NP_OBJ
24	공포하기로	공포 하 기 로	NNG+XSV+ETN+JKB	25	VP_AJT
25	했다.	하 였 다 .	VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00544_wikitree	YG엔터테인먼트 대표 양현석 씨가 아내 이은주 씨와 결혼식을 올리지 않은 이유를 밝혔다.
1	YG엔터테인먼트	YG 엔터테인먼트	SL+NNG	2	NP
2	대표	대표	NNG	4	NP
3	양현석	양현석	NNP	4	NP
4	씨가	씨 가	NNB+JKS	12	NP_SBJ
5	아내	아내	NNG	7	NP
6	이은주	이은주	NNP	7	NP
7	씨와	씨 와	NNB+JKB	9	NP_AJT
8	결혼식을	결혼식 을	NNG+JKO	9	NP_OBJ
9	올리지	올리 지	VV+EC	10	VP
10	않은	않 은	VX+ETM	11	VP_MOD
11	이유를	이유 를	NNG+JKO	12	NP_OBJ
12	밝혔다.	밝히 었 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00545_wikitree	그 결과 옥시 매출은 지난해 같은 기간과 비교해 절반 수준으로 급감했다.
1	그	그	MMD	2	DP
2	결과	결과	NNG	11	NP_AJT
3	옥시	옥시	NNP	4	NP
4	매출은	매출 은	NNG+JX	11	NP_SBJ
5	지난해	지나 ㄴ 해	VV+ETM+NNG	7	NP
6	같은	같 은	VA+ETM	7	VP_MOD
7	기간과	기간 과	NNG+JKB	8	NP_AJT
8	비교해	비교 하 여	NNG+XSV+EC	11	VP
9	절반	절반	NNG	10	NP
10	수준으로	수준 으로	NNG+JKB	11	NP_AJT
11	급감했다.	급감 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00546_wikitree	앞서 2008년 일본 정부가 중학교 교과서 학습지도요령 해설서에 독도 영유권 주장을 담았을 때 한국 정부는 항의 표시로 권철현 당시 주일 대사를 일시 귀국시켰다.
1	앞서	앞서	MAG	12	AP
2	2008년	2008 년	SN+NNB	12	NP_AJT
3	일본	일본	NNP	4	NP
4	정부가	정부 가	NNG+JKS	12	NP_SBJ
5	중학교	중학교	NNG	6	NP
6	교과서	교과서	NNG	7	NP
7	학습지도요령	학습 지도 요령	NNG+NNG+NNG	8	NP
8	해설서에	해설서 에	NNG+JKB	12	NP_AJT
9	독도	독도	NNP	10	NP
10	영유권	영유 권	NNG+XSN	11	NP
11	주장을	주장 을	NNG+JKO	12	NP_OBJ
12	담았을	담 았 을	VV+EP+ETM	13	VP_MOD
13	때	때	NNG	23	NP_AJT
14	한국	한국	NNP	15	NP
15	정부는	정부 는	NNG+JX	23	NP_SBJ
16	항의	항의	NNG	17	NP
17	표시로	표시 로	NNG+JKB	23	NP_AJT
18	권철현	권철현	NNP	21	NP
19	당시	당시	NNG	21	NP
20	주일	주일	NNG	21	NP
21	대사를	대사 를	NNG+JKO	23	NP_OBJ
22	일시	일시	MAG	23	NP_AJT
23	귀국시켰다.	귀국 시키 었 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00547_wikitree	한편 고준희 씨가 주연을 맡은 임상수 감독의 영화 '나의 절친 악당들'은 6월 25일 개봉을 앞두고 있다.
1	한편	한편	MAG	15	AP
2	고준희	고준희	NNP	3	NP
3	씨가	씨 가	NNB+JKS	5	NP_SBJ
4	주연을	주연 을	NNG+JKO	5	NP_OBJ
5	맡은	맡 은	VV+ETM	11	VP_MOD
6	임상수	임상수	NNP	7	NP
7	감독의	감독 의	NNG+JKG	8	NP_MOD
8	영화	영화	NNG	11	NP
9	'나의	' 나 의	SS+NP+JKG	10	NP_MOD
10	절친	절친	NNG	11	NP
11	악당들'은	악당 들 ' 은	NNG+XSN+SS+JX	15	NP_SBJ
12	6월	6 월	SN+NNB	13	NP
13	25일	25 일	SN+NNB	15	NP_AJT
14	개봉을	개봉 을	NNG+JKO	15	NP_OBJ
15	앞두고	앞두 고	VV+EC	16	VP
16	있다.	있 다 .	VX+EF+SF	0	VP

## klue-dp-v1_train_00548_wikitree	미국 매체 '뉴욕데일리뉴스'는 지난 19일(이하 현지시각) 캘리포니아주 마데라(madera) 경찰서가 해당 사진을 공개했다며, 이 남성은 마트에서 흉기를 휘두른 혐의를 받아 체포됐다고 보도했다.
1	미국	미국	NNP	2	NP
2	매체	매체	NNG	3	NP
3	'뉴욕데일리뉴스'는	' 뉴욕데일리뉴스 ' 는	SS+NNP+SS+JX	12	NP_SBJ
4	지난	지나 ㄴ	VV+ETM	6	VP_MOD
5	19일(이하	19 일 ( 이하	SN+NNB+SS+NNG	6	NP
6	현지시각)	현지 시각 )	NNG+NNG+SS	12	NP_AJT
7	캘리포니아주	캘리포니아주	NNP	8	NP
8	마데라(madera)	마데라 ( madera )	NNP+SS+SL+SS	9	NP
9	경찰서가	경찰서 가	NNG+JKS	12	NP_SBJ
10	해당	해당	NNG	11	NP
11	사진을	사진 을	NNG+JKO	12	NP_OBJ
12	공개했다며,	공개 하 였 다며 ,	NNG+XSV+EP+EC+SP	21	VP
13	이	이	MMD	14	DP
14	남성은	남성 은	NNG+JX	20	NP_SBJ
15	마트에서	마트 에서	NNG+JKB	17	NP_AJT
16	흉기를	흉기 를	NNG+JKO	17	NP_OBJ
17	휘두른	휘두르 ㄴ	VV+ETM	18	VP_MOD
18	혐의를	혐의 를	NNG+JKO	19	NP_OBJ
19	받아	받 아	VV+EC	20	VP
20	체포됐다고	체포 되 었 다고	NNG+XSV+EP+EC	21	VP_CMP
21	보도했다.	보도 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00549_wikitree	현직 소방관이 범행을 저질러 시민들을 불안하게 하는 사건이 잇따라 발생하고 있습니다.
1	현직	현직	NNG	2	NP
2	소방관이	소방관 이	NNG+JKS	4	NP_SBJ
3	범행을	범행 을	NNG+JKO	4	NP_OBJ
4	저질러	저지르 어	VV+EC	7	VP
5	시민들을	시민 들 을	NNG+XSN+JKO	6	NP_OBJ
6	불안하게	불안 하 게	NNG+XSA+EC	7	VP
7	하는	하 는	VX+ETM	8	VP_MOD
8	사건이	사건 이	NNG+JKS	10	NP_SBJ
9	잇따라	잇따르 아	VV+EC	10	VP
10	발생하고	발생 하 고	NNG+XSV+EC	11	VP
11	있습니다.	있 습니다 .	VX+EF+SF	0	VP

## klue-dp-v1_train_00550_wikitree	그러나 알제리의 네 번째 골이 들어가면서 곳곳에서 자리를 떴고, 후반 27분 우리나라 두 번째 골이 터졌지만 분위기는 크게 반전되지 않았다.
1	그러나	그러나	MAJ	19	AP
2	알제리의	알제리 의	NNP+JKG	5	NP_MOD
3	네	네	MMN	4	DP
4	번째	번 째	NNB+XSN	5	NP
5	골이	골 이	NNG+JKS	6	NP_SBJ
6	들어가면서	들 어 가 면서	VV+EC+VV+EC	9	VP
7	곳곳에서	곳 곳 에서	NNG+NNG+JKB	9	NP_AJT
8	자리를	자리 를	NNG+JKO	9	NP_OBJ
9	떴고,	뜨 었 고 ,	VV+EP+EC+SP	16	VP
10	후반	후반	NNG	11	NP
11	27분	27 분	SN+NNB	16	NP_AJT
12	우리나라	우리 나라	NP+NNG	15	NP
13	두	두	MMN	14	DP
14	번째	번 째	NNB+XSN	15	NP
15	골이	골 이	NNG+JKS	16	NP_SBJ
16	터졌지만	터지 었 지만	VV+EP+EC	19	VP
17	분위기는	분위기 는	NNG+JX	19	NP_SBJ
18	크게	크 게	VA+EC	19	VP_AJT
19	반전되지	반전 되 지	NNG+XSV+EC	20	VP
20	않았다.	않 았 다 .	VX+EP+EF+SF	0	VP

## klue-dp-v1_train_00551_wikitree	클래퍼 국장은 이날 상원 군사위원회 출석에 앞서 서면증언을 통해 이같이 진술했다.
1	클래퍼	클래퍼	NNP	2	NP
2	국장은	국장 은	NNG+JX	7	NP_SBJ
3	이날	이 날	MMD+NNG	7	NP_AJT
4	상원	상원	NNG	5	NP
5	군사위원회	군사 위원회	NNG+NNG	6	NP
6	출석에	출석 에	NNG+JKB	7	NP_AJT
7	앞서	앞서 어	VV+EC	9	VP
8	서면증언을	서면 증언 을	NNG+NNG+JKO	9	NP_OBJ
9	통해	통하 여	VV+EC	11	VP
10	이같이	이 같이	NP+JKB	11	NP_AJT
11	진술했다.	진술 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00552_wikitree	총리실 측은 어떠한 공식 입장도 내놓지 않고 있으며 박물관을 운영하는 로마시 대변인은 이번일이 총리실에서 직접 주관한 일이라 말했다.
1	총리실	총리실	NNG	2	NP
2	측은	측 은	NNB+JX	6	NP_SBJ
3	어떠한	어떠하 ㄴ	VA+ETM	5	VP_MOD
4	공식	공식	NNG	5	NP
5	입장도	입장 도	NNG+JX	6	NP_OBJ
6	내놓지	내 어 놓 지	VV+EC+VV+EC	7	VP
7	않고	않 고	VX+EC	8	VP
8	있으며	있 으며	VX+EC	18	VP
9	박물관을	박물관 을	NNG+JKO	10	NP_OBJ
10	운영하는	운영 하 는	NNG+XSV+ETM	12	VP_MOD
11	로마시	로마시	NNP	12	NP
12	대변인은	대변인 은	NNG+JX	18	NP_SBJ
13	이번일이	이번 일 이	NNG+NNG+JKS	16	NP_SBJ
14	총리실에서	총리실 에서	NNG+JKB	16	NP_AJT
15	직접	직접	MAG	16	AP
16	주관한	주관 하 ㄴ	NNG+XSV+ETM	17	VP_MOD
17	일이라	일 이 라	NNG+VCP+EC	18	VNP_CMP
18	말했다.	말 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00553_wikitree	고리원전을 폐쇄해 달라는 민원은 꾸준히 제기돼 왔지만 최근 2~3일 내 약 300건 정도의 민원이 몰렸다.
1	고리원전을	고리원전 을	NNP+JKO	2	NP_OBJ
2	폐쇄해	폐쇄 하 여	NNG+XSV+EC	3	VP
3	달라는	달 라는	VX+ETM	4	VP_MOD
4	민원은	민원 은	NNG+JX	6	NP_SBJ
5	꾸준히	꾸준히	MAG	6	AP
6	제기돼	제기 되 어	NNG+XSV+EC	7	VP
7	왔지만	오 았 지만	VX+EP+EC	15	VP
8	최근	최근	NNG	15	NP_AJT
9	2~3일	2 ~ 3 일	SN+SO+SN+NNB	10	NP
10	내	내	NNB	15	NP_AJT
11	약	약	MMA	12	DP
12	300건	300 건	SN+NNB	13	NP
13	정도의	정도 의	NNG+JKG	14	NP_MOD
14	민원이	민원 이	NNG+JKS	15	NP_SBJ
15	몰렸다.	몰리 었 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00554_wikitree	호주는 특히 3040세대의 선호도가 높았으며 50대는 캐나다, 10대는 미국을 선호한 것으로 조사됐다.
1	호주는	호주 는	NNP+JX	5	NP_SBJ
2	특히	특히	MAG	5	AP
3	3040세대의	3040 세대 의	SN+NNG+JKG	4	NP_MOD
4	선호도가	선호도 가	NNG+JKS	5	NP_SBJ
5	높았으며	높 았 으며	VA+EP+EC	10	VP
6	50대는	50 대 는	SN+NNB+JX	7	NP_SBJ
7	캐나다,	캐나다 ,	NNP+SP	10	NP
8	10대는	10 대 는	SN+NNB+JX	10	NP_SBJ
9	미국을	미국 을	NNP+JKO	10	NP_OBJ
10	선호한	선호 하 ㄴ	NNG+XSV+ETM	11	VP_MOD
11	것으로	것 으로	NNB+JKB	12	NP_AJT
12	조사됐다.	조사 되 었 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00555_wikitree	포항 하수처리수 재이용시설은 롯데건설이 한국수자원공사 등과 컨소시엄을 구성해 수익형 민간투자사업(BTO) 방식으로 추진했고 운영은 포스코 외주파트너사인 물처리업체 포웰이 맡았다.
1	포항	포항	NNP	3	NP
2	하수처리수	하수 처리수	NNG+NNG	3	NP
3	재이용시설은	재 이용 시설 은	XPN+NNG+NNG+JX	8	NP_SBJ
4	롯데건설이	롯데건설 이	NNP+JKS	8	NP_SBJ
5	한국수자원공사	한국수자원공사	NNP	6	NP
6	등과	등 과	NNB+JKB	8	NP_AJT
7	컨소시엄을	컨소시엄 을	NNG+JKO	8	NP_OBJ
8	구성해	구성 하 여	NNG+XSV+EC	12	VP
9	수익형	수익 형	NNG+XSN	10	NP
10	민간투자사업(BTO)	민간 투자 사업 ( BTO )	NNG+NNG+NNG+SS+SL+SS	11	NP
11	방식으로	방식 으로	NNG+JKB	12	NP_AJT
12	추진했고	추진 하 였 고	NNG+XSV+EP+EC	18	VP
13	운영은	운영 은	NNG+JX	18	NP_OBJ
14	포스코	포스코	NNP	15	NP
15	외주파트너사인	외주 파트너사 이 ㄴ	NNG+NNG+VCP+ETM	17	VNP_MOD
16	물처리업체	물처리업체	NNG	17	NP
17	포웰이	포웰 이	NNP+JKS	18	NP_SBJ
18	맡았다.	맡 았 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00556_wikitree	세계 랭킹 1위인 마르가리타 마문, 3위인 야나 쿠드럅체나(이상 러시아)가 중동호흡기증후군(메르스) 감염 우려로 불참한 가운데 치러진 이번 대회에서 손연재는 불과 후프에서 참가 선수 37명 중 유일하게 18점대를 찍었다.
1	세계	세계	NNG	2	NP
2	랭킹	랭킹	NNG	3	NP
3	1위인	1 위 이 ㄴ	SN+NNB+VCP+ETM	5	VNP_MOD
4	마르가리타	마르가리타	NNP	5	NP
5	마문,	마문 ,	NNP+SP	9	NP_CNJ
6	3위인	3 위 이 ㄴ	SN+NNB+VCP+ETM	8	VNP_MOD
7	야나	야나	NNP	8	NP
8	쿠드럅체나(이상	쿠드럅체나 ( 이상	NNP+SS+NNG	9	NP
9	러시아)가	러시아 ) 가	NNP+SS+JKS	13	NP_SBJ
10	중동호흡기증후군(메르스)	중동 호흡기 증후군 ( 메르스 )	NNG+NNG+NNG+SS+NNP+SS	11	NP
11	감염	감염	NNG	12	NP
12	우려로	우려 로	NNG+JKB	13	NP_AJT
13	불참한	불참 하 ㄴ	NNG+XSV+ETM	14	VP_MOD
14	가운데	가운데	NNG	15	NP_AJT
15	치러진	치르 어 지 ㄴ	VV+EC+VX+ETM	17	VP_MOD
16	이번	이번	NNG	17	NP
17	대회에서	대회 에서	NNG+JKB	27	NP_AJT
18	손연재는	손연재 는	NNP+JX	27	NP_SBJ
19	불과	불 과	NNG+JC	20	NP_CNJ
20	후프에서	후프 에서	NNG+JKB	27	NP_AJT
21	참가	참가	NNG	22	NP
22	선수	선수	NNG	23	NP
23	37명	37 명	SN+NNB	24	NP
24	중	중	NNB	27	NP_AJT
25	유일하게	유일 하 게	NNG+XSA+EC	27	VP_AJT
26	18점대를	18 점 대 를	SN+NNB+NNB+JKO	27	NP_OBJ
27	찍었다.	찍 었 다 .	VV+EP+EF+SF	0	VP

## klue-dp-v1_train_00557_wikitree	A씨가 최근 2달 동안 자신의 소속 부대 간부들에게 월간으로 배달되는 영어 교재 판매 텔레마케팅 전화가 지속적으로 오고 있다며 문제를 제기했다.
1	A씨가	A 씨 가	SL+NNB+JKS	20	NP_SBJ
2	최근	최근	NNG	4	NP
3	2달	2 달	SN+NNB	4	NP
4	동안	동안	NNG	17	NP_AJT
5	자신의	자신 의	NNG+JKG	8	NP_MOD
6	소속	소속	NNG	7	NP
7	부대	부대	NNG	8	NP
8	간부들에게	간부 들 에게	NNG+XSN+JKB	10	NP_AJT
9	월간으로	월간 으로	NNG+JKB	10	NP_AJT
10	배달되는	배달 되 는	NNG+XSV+ETM	12	VP_MOD
11	영어	영어	NNG	12	NP
12	교재	교재	NNG	13	NP
13	판매	판매	NNG	15	NP
14	텔레마케팅	텔레마케팅	NNG	15	NP
15	전화가	전화 가	NNG+JKS	17	NP_SBJ
16	지속적으로	지속 적 으로	NNG+XSN+JKB	17	NP_AJT
17	오고	오 고	VV+EC	18	VP
18	있다며	있 다며	VX+EC	20	VP
19	문제를	문제 를	NNG+JKO	20	NP_OBJ
20	제기했다.	제기 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00558_wikitree	다만 국세청장의 경우 기재부 산하 외청이라는 점에서 현 내정자가 임명되지 않은 상태에서는 인선 발표가 미뤄질 가능성도 점쳐진다.
1	다만	다만	MAG	17	AP
2	국세청장의	국세청장 의	NNG+JKG	3	NP_MOD
3	경우	경우	NNG	17	NP_AJT
4	기재부	기재부	NNP	5	NP
5	산하	산하	NNG	6	NP
6	외청이라는	외청 이 라는	NNG+VCP+ETM	7	VNP_MOD
7	점에서	점 에서	NNB+JKB	17	NP_AJT
8	현	현	MMD	9	DP
9	내정자가	내정자 가	NNG+JKS	10	NP_SBJ
10	임명되지	임명 되 지	NNG+XSV+EC	11	VP
11	않은	않 은	VX+ETM	12	VP_MOD
12	상태에서는	상태 에서 는	NNG+JKB+JX	15	NP_AJT
13	인선	인선	NNG	14	NP
14	발표가	발표 가	NNG+JKS	15	NP_SBJ
15	미뤄질	미루 어 지 ㄹ	VV+EC+VV+ETM	16	VP_MOD
16	가능성도	가능 성 도	NNG+XSN+JX	17	NP_SBJ
17	점쳐진다.	점치 어 지 ㄴ다 .	VV+EC+VX+EF+SF	0	VP

## klue-dp-v1_train_00559_wikitree	무한도전에서 '무릎'을 부른 아이유 씨 영상이다.
1	무한도전에서	무한도전 에서	NNP+JKB	3	NP_AJT
2	'무릎'을	' 무릎 ' 을	SS+NNG+SS+JKO	3	NP_OBJ
3	부른	부르 ㄴ	VV+ETM	4	VP_MOD
4	아이유	아이유	NNP	5	NP
5	씨	씨	NNB	6	NP
6	영상이다.	영상 이 다 .	NNG+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00560_wikitree	29일 구글에서 인기를 끌고 있는 움짤입니다.
1	29일	29 일	SN+NNB	4	NP_AJT
2	구글에서	구글 에서	NNP+JKB	4	NP_AJT
3	인기를	인기 를	NNG+JKO	4	NP_OBJ
4	끌고	끌 고	VV+EC	5	VP
5	있는	있 는	VX+ETM	6	VP_MOD
6	움짤입니다.	움짤 이 ㅂ니다 .	NNG+VCP+EF+SF	0	VNP

## klue-dp-v1_train_00561_wikitree	아산정책연구원의 신창훈 연구위원과 고명현 연구위원은 21일(현지시간) 워싱턴DC 스팀슨센터에서 이 같은 내용을 담은 '유엔 북한인권조사위원회(COI) 보고서 발표 이후의 북한 인권' 보고서를 발표했다.
1	아산정책연구원의	아산정책연구원 의	NNP+JKG	3	NP_MOD
2	신창훈	신창훈	NNP	3	NP
3	연구위원과	연구 위원 과	NNG+NNG+JC	5	NP_CNJ
4	고명현	고명현	NNP	5	NP
5	연구위원은	연구 위원 은	NNG+NNG+JX	21	NP_SBJ
6	21일(현지시간)	21 일 ( 현지 시간 )	SN+NNB+SS+NNG+NNG+SS	21	NP_AJT
7	워싱턴DC	워싱턴 DC	NNP+SL	8	NP
8	스팀슨센터에서	스팀슨센터 에서	NNP+JKB	21	NP_AJT
9	이	이	NP	10	NP_AJT
10	같은	같 은	VA+ETM	11	VP_MOD
11	내용을	내용 을	NNG+JKO	12	NP_OBJ
12	담은	담 은	VV+ETM	20	VP_MOD
13	'유엔	' 유엔	SS+NNP	14	NP
14	북한인권조사위원회(COI)	북한인권조사위원회 ( COI )	NNP+SS+SL+SS	15	NP
15	보고서	보고서	NNG	16	NP
16	발표	발표	NNG	17	NP
17	이후의	이후 의	NNG+JKG	20	NP_MOD
18	북한	북한	NNP	19	NP
19	인권'	인권 '	NNG+SS	20	NP
20	보고서를	보고서 를	NNG+JKO	21	NP_OBJ
21	발표했다.	발표 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

## klue-dp-v1_train_00562_wikitree	고 성완종 전 경남기업 회장으로부터 3000만원의 불법 정치자금을 받은 의혹이 제기된 이완구(65) 전 국무총리가 14일 오전 검찰에 출석했다.
1	고	고	MMA	2	DP
2	성완종	성완종	NNP	5	NP
3	전	전	MMD	5	DP
4	경남기업	경남기업	NNP	5	NP
5	회장으로부터	회장 으로부터	NNG+JKB	9	NP_AJT
6	3000만원의	3000 만 원 의	SN+NR+NNB+JKG	8	NP_MOD
7	불법	불법	NNG	8	NP
8	정치자금을	정치 자금 을	NNG+NNG+JKO	9	NP_OBJ
9	받은	받 은	VV+ETM	10	VP_MOD
10	의혹이	의혹 이	NNG+JKS	11	NP_SBJ
11	제기된	제기 되 ㄴ	NNG+XSV+ETM	14	VP_MOD
12	이완구(65)	이완구 ( 65 )	NNP+SS+SN+SS	14	NP
13	전	전	MMD	14	DP
14	국무총리가	국무 총리 가	NNG+NNG+JKS	18	NP_SBJ
15	14일	14 일	SN+NNB	16	NP
16	오전	오전	NNG	18	NP_AJT
17	검찰에	검찰 에	NNG+JKB	18	NP_AJT
18	출석했다.	출석 하 였 다 .	NNG+XSV+EP+EF+SF	0	VP

